Title,Budget,Year,Genre,Rating,LetterboxdRating,Letterboxd URI,Length,Actors
Sky Hook,0,2000,War|Drama,4,3.86,https://boxd.it/3IhA,95,Neboj�a Glogovac|Ana Sofrenovi?|Nikola Kojo
Snow White and the Seven Dwarfs,1500000,1937,Animation|Family|Fantasy,4,3.43,https://boxd.it/2arO,83,Adriana Caselotti|Lucille La Verne|Harry Stockwell
Snowpiercer,40000000,2013,Drama|ScienceFiction|Action,3.5,3.68,https://boxd.it/3Icg,127,Chris Evans|Song Kang-ho|Ed Harris
Son of the Mask,92000000,2005,Adventure|Comedy|Family|Fantasy,2.5,1.24,https://boxd.it/1WNQ,94,Jamie Kennedy|Alan Cumming|Traylor Howard
Source Code,31900000,2011,Mystery|ScienceFiction|Thriller,4,3.47,https://boxd.it/fdo,93,Jake Gyllenhaal|Michelle Monaghan|Vera Farmiga
Space Jam,80000000,1996,Family|Adventure|Fantasy|Comedy|Animation|ScienceFiction,3.5,3.28,https://boxd.it/26YO,88,Michael Jordan|Wayne Knight|Theresa Randle
Spider-Man,139000000,2002,ScienceFiction|Action,4.5,3.82,https://boxd.it/2a8i,121,Tobey Maguire|Willem Dafoe|Kirsten Dunst
Spider-Man 2,200000000,2004,Action|ScienceFiction|Adventure,4,3.9,https://boxd.it/2a88,127,Tobey Maguire|Kirsten Dunst|James Franco
Spider-Man 3,304000000,2007,ScienceFiction|Adventure|Action,4.5,3.12,https://boxd.it/2a7Y,139,Tobey Maguire|Kirsten Dunst|James Franco
Spider-Man: Far From Home,160000000,2019,Adventure|ScienceFiction|Action,4,3.38,https://boxd.it/fegG,129,Tom Holland|Jake Gyllenhaal|Samuel L. Jackson
Spider-Man: Homecoming,175000000,2017,Action|Drama|Adventure|ScienceFiction,5,3.47,https://boxd.it/aboM,133,Tom Holland|Michael Keaton|Robert Downey Jr.
Spider-Man: No Way Home,200000000,2021,Action|Adventure|ScienceFiction,4.5,3.83,https://boxd.it/nwRw,148,Tom Holland|Zendaya|Benedict Cumberbatch
Spiral: From the Book of Saw,20000000,2021,Horror|Mystery,,2.06,https://boxd.it/meXk,93,Chris Rock|Samuel L. Jackson|Max Minghella
Spirited Away,19000000,2001,Family|Fantasy|Animation,5,4.45,https://boxd.it/2b4m,125,Rumi Hiiragi|Miyu Irino|Mari Natsuki
Squid Game,21400000,2021,Drama|Mystery,4,3.74,https://boxd.it/x1OG,495,Lee Jung-jae|Lee Byung-hun|Yim Si-wan
Steins;Gate,0,2011,Comedy|Animation|Mystery,5,4.41,https://boxd.it/psNE,625,Mamoru Miyano|Asami Imai|Kana Hanazawa
Steins;Gate 0,0,2018,Animation,4.5,3.99,https://boxd.it/px40,529,Mamoru Miyano|Sayuri Yahagi|Asami Imai
Strawberry in the Supermarket,0,2003,Adventure|Action|Comedy,3.5,3.37,https://boxd.it/1U0i,83,Branka Kati?|Sr?an '�ika' Todorovi?|Mirjana Karanovi?
Sweeney Todd: The Demon Barber of Fleet Street,50000000,2007,Drama|Horror,4.5,3.52,https://boxd.it/1PcS,116,Johnny Depp|Helena Bonham Carter|Alan Rickman
Tarzan,130000000,1999,Drama|Family|Adventure|Animation,4.5,3.71,https://boxd.it/18YO,88,Tony Goldwyn|Minnie Driver|Glenn Close
Ted,65000000,2012,Fantasy|Comedy,3.5,3.02,https://boxd.it/2pgc,107,Mark Wahlberg|Mila Kunis|Seth MacFarlane
Tenacious D in The Pick of Destiny,19500000,2006,Adventure|Fantasy|Comedy|Music,4.5,3.48,https://boxd.it/27go,93,Jack Black|Kyle Gass|JR Reed
Tenet,205000000,2020,Action|Thriller|ScienceFiction,4.5,3.41,https://boxd.it/leq4,150,John David Washington|Robert Pattinson|Elizabeth Debicki
Terminator 2: Judgment Day,51000000,1991,Thriller|Action|ScienceFiction,4.5,4.29,https://boxd.it/2aGY,137,Arnold Schwarzenegger|Linda Hamilton|Edward Furlong
Terminator Genisys,156500000,2015,Adventure|Action|ScienceFiction|Thriller,2,2.21,https://boxd.it/35s0,126,Emilia Clarke|Jai Courtney|Arnold Schwarzenegger
Terrifier,2000000,2016,Horror|Thriller,2,2.38,https://boxd.it/eRzg,85,David Howard Thornton|Jenna Kanell|Samantha Scaffidi
The Amazing Spider-Man,220000000,2012,ScienceFiction|Adventure|Action,3.5,3.4,https://boxd.it/27PI,136,Andrew Garfield|Emma Stone|Rhys Ifans
The Amazing Spider-Man 2,246500000,2014,Action|Adventure|ScienceFiction,3.5,3.04,https://boxd.it/3utM,141,Andrew Garfield|Emma Stone|Jamie Foxx
The Avengers,356000000,2012,ScienceFiction|Adventure|Action,3.5,3.67,https://boxd.it/1xFW,143,Robert Downey Jr.|Chris Evans|Mark Ruffalo
The Black Bomber,0,1992,Drama|ScienceFiction,4.5,3.62,https://boxd.it/3Ggg,116,Dragan Bjelogrli?|Anica Dobra|Sr?an '�ika' Todorovi?
The Blair Witch Project,475000,1999,Mystery|Horror,1.5,3.3,https://boxd.it/26ua,81,Rei Hance|Joshua Leonard|Michael C. Williams
The Boy in the Striped Pyjamas,12500000,2008,War|History|Drama,4,3.65,https://boxd.it/1NOK,94,Asa Butterfield|Vera Farmiga|David Thewlis
The Breakfast Club,1000000,1985,Drama|Comedy,4,3.76,https://boxd.it/27q4,98,Emilio Estevez|Judd Nelson|Molly Ringwald
The Butterfly Effect,13000000,2004,Thriller|ScienceFiction,5,3.53,https://boxd.it/27M0,113,Ashton Kutcher|Amy Smart|Melora Walters
The Butterfly Effect 2,0,2006,Drama|ScienceFiction|Thriller,2,1.94,https://boxd.it/1NIM,95,Eric Lively|Erica Durance|Dustin Milligan
The Butterfly Effect 3: Revelations,4500000,2009,Drama|ScienceFiction|Crime|Thriller,2,2.34,https://boxd.it/1KtY,90,Mia Serafino|Rachel Miner|Chris Carmack
The Cabin in the Woods,30000000,2011,Horror|Mystery,3.5,3.39,https://boxd.it/1zOc,95,Kristen Connolly|Fran Kranz|Chris Hemsworth
The Collection,10000000,2012,Horror|Thriller,3,2.83,https://boxd.it/4lKm,82,Josh Stewart|Emma Fitzpatrick|Christopher McDonald
The Collector,3000000,2009,Thriller|Horror,3.5,3.01,https://boxd.it/1BY4,88,Josh Stewart|Juan Fern�ndez|Michael Reilly Burke
The Conjuring,20000000,2013,Horror|Thriller,3.5,3.59,https://boxd.it/4sr2,112,Patrick Wilson|Vera Farmiga|Lili Taylor
The Craft,15000000,1996,Horror|Fantasy|Drama,3,3.56,https://boxd.it/1Zai,101,Robin Tunney|Fairuza Balk|Neve Campbell
The Curious Case of Benjamin Button,158500000,2008,Romance|Drama|Fantasy,5,3.65,https://boxd.it/23Fk,166,Brad Pitt|Cate Blanchett|Taraji P. Henson
The Dark Knight,185000000,2008,Action|Drama|Thriller|Crime,5,4.48,https://boxd.it/2b0k,152,Christian Bale|Heath Ledger|Aaron Eckhart
The Dark Knight Rises,230000000,2012,Thriller|Drama|Crime|Action,4.5,3.77,https://boxd.it/H3m,165,Christian Bale|Gary Oldman|Tom Hardy
The Dictator,82500000,2012,Comedy,4,2.91,https://boxd.it/2DEW,83,Sacha Baron Cohen|Ben Kingsley|Anna Faris
The Final Destination,40000000,2009,Horror|Mystery,2.5,2.13,https://boxd.it/1EmW,82,Bobby Campo|Shantel VanSanten|Mykelti Williamson
The Future Diary,0,2011,Animation|Drama|Mystery,3,3.3,https://boxd.it/qIFS,624,Misuzu Togashi|Tomosa Murata|Minoru Shiraishi
The Godfather,6000000,1972,Crime|Drama,4,4.54,https://boxd.it/2aNK,175,Marlon Brando|Al Pacino|James Caan
The Hobbit: An Unexpected Journey,200000000,2012,Fantasy|Action|Adventure,5,3.52,https://boxd.it/GZk,169,Martin Freeman|Ian McKellen|Richard Armitage
The Hobbit: The Battle of the Five Armies,250000000,2014,Fantasy|Action|Adventure,5,3.24,https://boxd.it/43aU,144,Ian McKellen|Martin Freeman|Richard Armitage
The Hobbit: The Desolation of Smaug,250000000,2013,Fantasy|Action|Adventure,5,3.43,https://boxd.it/nmS,161,Ian McKellen|Martin Freeman|Richard Armitage
The Hunger Games,80000000,2012,Fantasy|ScienceFiction|Adventure,4,3.73,https://boxd.it/2uds,142,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth
The Hunger Games: Catching Fire,130000000,2013,ScienceFiction|Adventure|Action,4,3.87,https://boxd.it/3sAw,146,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth
The Hunger Games: Mockingjay – Part 1,125000000,2014,Thriller|ScienceFiction|Adventure,3.5,3.29,https://boxd.it/4hka,123,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth
The Hunger Games: Mockingjay – Part 2,165000000,2015,Adventure|Action|ScienceFiction,3.5,3.38,https://boxd.it/4hk0,137,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth
The Incredible Hulk,137500000,2008,ScienceFiction|Action|Adventure,3,2.49,https://boxd.it/28dU,114,Edward Norton|Liv Tyler|Tim Roth
The Invisible Man,7000000,2020,ScienceFiction|Horror|Thriller,3.5,3.42,https://boxd.it/kWlA,124,Elisabeth Moss|Aldis Hodge|Storm Reid
The Lion King,45000000,1994,Animation|Family|Drama,5,4.22,https://boxd.it/201Q,89,Matthew Broderick|Moira Kelly|Nathan Lane
The Little Mermaid,240200000,1989,Family|Animation|Fantasy,4,3.69,https://boxd.it/1WYO,83,Jodi Benson|Samuel E. Wright|Pat Carroll
The Lobster,4000000,2015,Drama|Comedy|Romance,5,3.76,https://boxd.it/7tnw,119,Colin Farrell|Rachel Weisz|Olivia Colman
The Lord of the Rings: The Fellowship of the Ring,93000000,2001,Fantasy|Adventure|Action,5,4.38,https://boxd.it/2b5O,179,Elijah Wood|Ian McKellen|Viggo Mortensen
The Lord of the Rings: The Return of the King,94000000,2003,Fantasy|Adventure|Action,5,4.52,https://boxd.it/2b5u,201,Elijah Wood|Ian McKellen|Viggo Mortensen
The Lord of the Rings: The Two Towers,94000000,2002,Fantasy|Adventure|Action,5,4.41,https://boxd.it/2b5E,179,Elijah Wood|Ian McKellen|Viggo Mortensen
The Martian,108000000,2015,Drama|ScienceFiction|Adventure,4,3.77,https://boxd.it/8SeG,141,Matt Damon|Jessica Chastain|Kristen Wiig
The Marvels,374000000,2023,ScienceFiction|Action|Adventure,2.5,2.56,https://boxd.it/mwU4,105,Brie Larson|Teyonah Parris|Iman Vellani
The Mask,20500000,1994,Fantasy|Romance|Crime|Comedy,4,3.37,https://boxd.it/29rS,101,Jim Carrey|Peter Riegert|Peter Greene
The Matrix,63000000,1999,ScienceFiction|Action,5,4.17,https://boxd.it/2a1m,136,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss
The Matrix Reloaded,150000000,2003,Thriller|Action|ScienceFiction|Adventure,4,3.38,https://boxd.it/2a1c,138,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss
The Matrix Revolutions,130000000,2003,Thriller|ScienceFiction|Adventure|Action,4,3.11,https://boxd.it/2a12,129,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss
The Maze Runner,34000000,2014,ScienceFiction|Action|Mystery|Thriller,4.5,3.42,https://boxd.it/5YPM,113,Dylan O'Brien|Kaya Scodelario|Aml Ameen
The Menu,30000000,2022,Comedy|Thriller|Horror,4,3.53,https://boxd.it/lScm,107,Anya Taylor-Joy|Ralph Fiennes|Nicholas Hoult
The Ninth Gate,38000000,1999,Horror|Thriller|Mystery,,3.08,https://boxd.it/29YM,133,Johnny Depp|Frank Langella|Lena Olin
The Penguin,0,2024,Drama|Crime,4.5,4.46,https://boxd.it/QkIU,466,Colin Farrell|Cristin Milioti|Rhenzy Feliz
The Platform,1200000,2019,Drama|ScienceFiction|Thriller,4.5,3.24,https://boxd.it/mUm6,95,Ivan Massagu�|Antonia San Juan|Zorion Eguileor
The Platform 2,2000000,2024,Thriller|ScienceFiction|Horror,4,2.13,https://boxd.it/Gz88,101,Milena Smit|Hovik Keuchkerian|Natalia Tena
The Prestige,40000000,2006,ScienceFiction|Drama|Mystery,5,4.25,https://boxd.it/293w,130,Hugh Jackman|Christian Bale|Michael Caine
The Purge,3000000,2013,ScienceFiction|Thriller|Horror,3,2.73,https://boxd.it/4Xg0,86,Ethan Hawke|Lena Headey|Max Burkholder
The Purge: Anarchy,9000000,2014,Horror|Thriller,3,2.85,https://boxd.it/71zk,103,Frank Grillo|Carmen Ejogo|Zach Gilford
The Purge: Election Year,10000000,2016,Action|Horror|Thriller,3,2.66,https://boxd.it/ae5I,109,Elizabeth Mitchell|Frank Grillo|Mykelti Williamson
The Queen's Gambit,0,2020,Drama,4,4.23,https://boxd.it/s1Ym,393,Anya Taylor-Joy|Chloe Pirrie
The Road to El Dorado,95000000,2000,Comedy|Family|Fantasy|Animation|Adventure,4.5,3.63,https://boxd.it/1W6s,89,Kenneth Branagh|Kevin Kline|Rosie Perez
The Silence of the Lambs,19000000,1991,Horror|Crime|Thriller|Drama,5,4.34,https://boxd.it/2aHW,119,Jodie Foster|Anthony Hopkins|Scott Glenn
The SpongeBob SquarePants Movie,30000000,2004,Adventure|Comedy|Fantasy|Family|Animation,4,3.9,https://boxd.it/1SYq,87,Tom Kenny|Clancy Brown|Rodger Bumpass
The Substance,17500000,2024,Horror|ScienceFiction,3,3.79,https://boxd.it/zanS,141,Demi Moore|Margaret Qualley|Dennis Quaid
The Terminal,60000000,2004,Comedy|Drama,4.5,3.62,https://boxd.it/2a2O,128,Tom Hanks|Catherine Zeta-Jones|Stanley Tucci
The Terminator,6400000,1984,Thriller|Action|ScienceFiction,4,3.89,https://boxd.it/2aQY,108,Arnold Schwarzenegger|Michael Biehn|Linda Hamilton
The Truman Show,60000000,1998,Comedy|Drama,4.5,4.22,https://boxd.it/18U8,103,Jim Carrey|Laura Linney|Noah Emmerich
The Union,0,2024,Action|Comedy,2,2.01,https://boxd.it/qkD4,109,Mark Wahlberg|Halle Berry|J.K. Simmons
The Village,65700000,2004,Mystery|Drama|Thriller,3,3.34,https://boxd.it/21iS,108,Bryce Dallas Howard|Joaquin Phoenix|Adrien Brody
The Void,0,2016,Horror|ScienceFiction|Mystery,3,3.01,https://boxd.it/d93S,90,Aaron Poole|Kathleen Munroe|Art Hindle
The Watchers,30000000,2024,Mystery|Fantasy|Horror,3,2.42,https://boxd.it/F6Rw,102,Dakota Fanning|Georgina Campbell|Olwen Fou�r�
The Wolverine,116000000,2013,ScienceFiction|Action|Adventure,3.5,2.99,https://boxd.it/2CWU,126,Hugh Jackman|Hiroyuki Sanada|Tao Okamoto
The Wounds,800000,1998,Crime|War|Comedy|Drama,4.5,3.8,https://boxd.it/CjO,103,Dragan Bjelogrli?|Du�an Peki?|Milan Mari?
Time Lapse,0,2014,Thriller|ScienceFiction|Mystery|Horror,3.5,3.14,https://boxd.it/8hCQ,104,Danielle Panabaker|Matt O'Leary|George Finn
Time Trap,1000000,2017,Adventure|ScienceFiction,3.5,2.53,https://boxd.it/ggMw,87,Andrew Wilson|Cassidy Gifford|Brianne Howey
Train to Busan,8500000,2016,Thriller|Horror|Action,3.5,3.97,https://boxd.it/dSQU,118,Gong Yoo|Kim Su-an|Jung Yu-mi
Tusk,3000000,2014,Comedy|Horror,2,2.4,https://boxd.it/7eoa,105,Justin Long|Michael Parks|Genesis Rodriguez
Underground,14000000,1995,Comedy|Drama|War,4.5,4.29,https://boxd.it/1SOA,170,Miki Manojlovi?|Lazar Ristovski|Mirjana Jokovi?
Upgrade,3000000,2018,ScienceFiction|Action|Thriller,3,3.65,https://boxd.it/i4gW,100,Logan Marshall-Green|Betty Gabriel|Harrison Gilbertson
Vampire Hunter D: Bloodlust,0,2000,Fantasy|Animation|Action|Horror|Adventure|ScienceFiction,4,4.11,https://boxd.it/1L3i,103,Yoko Soumi|Hideyuki Tanaka|Koichi Yamadera
Venom,108000000,2018,ScienceFiction|Action,5,2.9,https://boxd.it/b8wA,112,Tom Hardy|Michelle Williams|Riz Ahmed
Venom: Let There Be Carnage,110000000,2021,Adventure|ScienceFiction|Action,5,2.51,https://boxd.it/llco,97,Tom Hardy|Woody Harrelson|Michelle Williams
Venom: The Last Dance,120000000,2024,Action|ScienceFiction|Adventure,5,2.51,https://boxd.it/ynqo,109,Tom Hardy|Chiwetel Ejiofor|Juno Temple
What Happened to Monday,20000000,2017,Drama|ScienceFiction|Thriller|Action|Mystery,3.5,3.12,https://boxd.it/ejUu,123,Noomi Rapace|Glenn Close|Willem Dafoe
Wheels,0,1998,Thriller|Drama|Comedy,3.5,3.5,https://boxd.it/1zuc,92,Dragan Mi?anovi?|Anica Dobra|Ljubi�a Samard�i?
"When I Grow Up, I'll Be a Kangaroo",0,2004,Comedy,4,3.98,https://boxd.it/syY,107,Sergej Trifunovi?|Marija Karan|Neboj�a Glogovac
Would You Rather,0,2012,Horror|Thriller,3,2.63,https://boxd.it/3m0W,93,Brittany Snow|Jeffrey Combs|Jonny Coyne
Wrong Turn,12600000,2003,Horror|Thriller,2.5,2.8,https://boxd.it/1Xzq,84,Eliza Dushku|Desmond Harrington|Emmanuelle Chriqui
Wrong Turn 2: Dead End,4000000,2007,Horror|Thriller,2.5,2.67,https://boxd.it/1QDA,96,Erica Leerhsen|Henry Rollins|Texas Battle
Wrong Turn 3: Left for Dead,2000000,2009,Thriller|Horror,2,2.08,https://boxd.it/1yJ6,91,Tom Frederic|Janet Montgomery|Louise Cliffe
X-Men Origins: Wolverine,175000000,2009,ScienceFiction|Adventure|Action,4,2.46,https://boxd.it/27ug,107,Hugh Jackman|Liev Schreiber|Danny Huston
Yes Man,70000000,2008,Comedy|Romance,3.5,3.12,https://boxd.it/1WPW,104,Jim Carrey|Zooey Deschanel|Bradley Cooper
Yu-Gi-Oh!,0,1998,Family|Animation|Comedy,5,3.8,https://boxd.it/u3RQ,648,Megumi Ogata|Toshiyuki Morikawa|Yumi Kakazu
Zombieland,23600000,2009,Comedy|Horror,3.5,3.53,https://boxd.it/1En6,88,Jesse Eisenberg|Woody Harrelson|Emma Stone
Heretic,10000000,2024,Thriller|Horror,4,3.35,https://boxd.it/H1lY,111,Hugh Grant|Sophie Thatcher|Chloe East
